criterio,n,selector,detalle,valor_medido,contexto,extra,lectura_automatica,VEREDICTO_HUMANO,nota
1.1.1,13,div > div:nth-of-type(1) > div:nth-of-type(3) > div > img,project-poster-broken-burnt-buried.png?itok=7rOAQs-E,"alt=""Broken, Burnt, Buried: Ritual Lives of Objects in Ancient Egypt""",,165x110,REQUIERE JUICIO,,
1.1.1,14,div > div:nth-of-type(2) > div:nth-of-type(3) > div > img,slc_the_land_carries_cover_with_dates.jpg?itok=ACEI5sao,"alt=""The Land Carries""",,165x110,REQUIERE JUICIO,,
1.1.1,15,div > div:nth-of-type(3) > div:nth-of-type(3) > div > img,2.jpg.webp?itok=BP8TQzVe,"alt=""Saturday Studios in the Culture Lab""",,165x110,REQUIERE JUICIO,,
1.1.1,16,div > div:nth-of-type(4) > div:nth-of-type(3) > div > img,Portico20at20night205B19375D20copy.png.webp?itok=dEZve233,"alt=""Two Centuries Here: The UCL200 exhibition""",,165x110,REQUIERE JUICIO,,
1.1.1,17,div > div:nth-of-type(5) > div:nth-of-type(3) > div > img,IMG_974720copy.jpg.webp?itok=S4VC6Jkr,"alt=""UCL200 Walking Tour""",,165x110,REQUIERE JUICIO,,
1.1.1,18,div > div:nth-of-type(1) > div > div:nth-of-type(1) > img,ibrahim-abubakar-headshot.jpg.webp?itok=CtNMLW2s,"alt=""Professor Ibrahim Abubakar announced as new CEO of global pandemic body""",,264x176,REQUIERE JUICIO,,
1.1.1,19,div > div:nth-of-type(2) > div > div:nth-of-type(1) > img,240411_j-tye_ucl_225_bartlett-headshots_jacqui-glass_8844.jp,"alt=""UCL appoints interim Vice-Provost (Faculties)""",,264x176,REQUIERE JUICIO,,
1.1.1,20,div > div:nth-of-type(3) > div > div:nth-of-type(1) > img,montage_6.png.webp?itok=IihskuYh,"alt=""UCL professors honoured as new British Academy Fellows""",,264x176,REQUIERE JUICIO,,
1.1.1,21,div > div:nth-of-type(1) > div:nth-of-type(1) > picture > img,Faces-of-UCL-1000x750.jpg.jpg?itok=eiEz97Yd,"alt=""Faces of UCL visual""",,264x176,REQUIERE JUICIO,,
1.1.1,22,div > div:nth-of-type(1) > div:nth-of-type(1) > picture > img,UCL-TheBridge-black-900x600.png.jpg?itok=UfVGCJbs,"alt=""The Bridge podcast - visual (black)""",,264x176,REQUIERE JUICIO,,
1.1.1,23,div > div:nth-of-type(1) > div:nth-of-type(1) > picture > img,UCL-Grand-Challenges-Disruptive-Voices-Podcast-graphic_0.jpg,"alt=""UCL Grand Challenges Disruptive Voices Podcast graphic""",,264x176,REQUIERE JUICIO,,
1.1.1,24,div > div:nth-of-type(1) > div:nth-of-type(1) > picture > img,Climate-Podcast-Teaser-2025.jpg.jpg?itok=OvUVJWTL,"alt=""Bee on a flower""",,264x176,REQUIERE JUICIO,,
1.1.1,25,div > div > div > picture > img,2W3A0121.jpg.jpg?itok=O24JMY4b,"alt=""UCL top of Wilkins building with autumn leaves""",,264x176,REQUIERE JUICIO,,
1.4.3,1,div:nth-of-type(3) > div > div:nth-of-type(1) > div > h1,Welcome to UCL,5.39:1  (umbral 3:1),21pt [texto grande],"rgb(186, 130, 255) sobre rgb(54,26,84)",cumple auto,,
1.4.3,2,#block-footervisit,VISIT,14.04:1  (umbral 4.5:1),12pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,3,#block-footerstudents,STUDENTS,14.04:1  (umbral 4.5:1),12pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,4,#block-footerstaff,STAFF,14.04:1  (umbral 4.5:1),12pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,5,#ucl-banner-description,We use cookies and similar technologies to enhance your brow,21.00:1  (umbral 4.5:1),12pt,"rgb(255, 255, 255) sobre rgb(0,0,0)",cumple auto,,
1.4.3,6,html > body > a,Skip to main content,21.00:1  (umbral 4.5:1),14pt,"rgb(0, 0, 0) sobre rgb(255,255,255)",cumple auto,,
1.4.3,7,header > div > div > a > span,Navigate back to homepage,4.53:1  (umbral 4.5:1),14pt,"rgb(154, 59, 255) sobre rgb(250,250,250)",cumple auto,,
1.4.3,8,#ucl-search-form > div > div > label,Search Term (optional),12.10:1  (umbral 4.5:1),14pt,"rgb(51, 51, 51) sobre rgb(250,250,250)",cumple auto,,
1.4.3,9,#ucl-search-form > div > div > label > span,(optional),12.10:1  (umbral 4.5:1),14pt,"rgb(51, 51, 51) sobre rgb(250,250,250)",cumple auto,,
1.4.3,10,#edit-submit > span,Submit search,1.04:1  (umbral 4.5:1),14pt,"rgb(255, 255, 255) sobre rgb(250,250,250)",INCUMPLE auto,,
1.4.3,11,#block-indigo-main-menu-menu,Main navigation,14.04:1  (umbral 4.5:1),14pt,"rgb(54, 26, 84) sobre rgb(250,250,250)",cumple auto,,
1.4.3,12,#header > li:nth-of-type(2) > a,Study,14.04:1  (umbral 4.5:1),12pt,"rgb(54, 26, 84) sobre rgb(250,250,250)",cumple auto,,
1.4.3,13,#header > li:nth-of-type(3) > a,Research,14.04:1  (umbral 4.5:1),12pt,"rgb(54, 26, 84) sobre rgb(250,250,250)",cumple auto,,
1.4.3,14,#header > li:nth-of-type(4) > a,Engage,14.04:1  (umbral 4.5:1),12pt,"rgb(54, 26, 84) sobre rgb(250,250,250)",cumple auto,,
1.4.3,15,#header > li:nth-of-type(5) > a,About,14.04:1  (umbral 4.5:1),12pt,"rgb(54, 26, 84) sobre rgb(250,250,250)",cumple auto,,
1.4.3,16,div:nth-of-type(3) > div > div:nth-of-type(1) > div > p,"Two centuries ago, our founders had a vision: to open higher",14.04:1  (umbral 4.5:1),14pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,17,div:nth-of-type(1) > div:nth-of-type(1) > h2 > button > span,Undergraduate study,14.66:1  (umbral 3:1),18pt [texto grande],"rgb(54, 26, 84) sobre rgb(255,255,255)",cumple auto,,
1.4.3,18,div:nth-of-type(2) > div:nth-of-type(1) > h2 > button > span,Graduate study,14.66:1  (umbral 3:1),18pt [texto grande],"rgb(54, 26, 84) sobre rgb(255,255,255)",cumple auto,,
1.4.3,19,div:nth-of-type(3) > div:nth-of-type(1) > h2 > button > span,"Short Courses, CPD and more",14.66:1  (umbral 3:1),18pt [texto grande],"rgb(54, 26, 84) sobre rgb(255,255,255)",cumple auto,,
1.4.3,20,div > div:nth-of-type(1) > div > div > h2,Join us through Clearing,5.39:1  (umbral 3:1),24pt [texto grande],"rgb(186, 130, 255) sobre rgb(54,26,84)",cumple auto,,
1.4.3,21,div > div:nth-of-type(1) > div > div > p,Browse through the degrees available,14.04:1  (umbral 4.5:1),14pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,22,div > div:nth-of-type(1) > div > div > a,Browse and apply,14.66:1  (umbral 4.5:1),14pt,"rgb(255, 255, 255) sobre rgb(54,26,84)",cumple auto,,
1.4.3,23,div > div:nth-of-type(2) > div > div > h2,Make your Master’s matter,5.39:1  (umbral 3:1),24pt [texto grande],"rgb(186, 130, 255) sobre rgb(54,26,84)",cumple auto,,
1.4.3,24,div > div:nth-of-type(2) > div > div > p,Gain knowledge. Gain advantage.,14.04:1  (umbral 4.5:1),14pt,"rgb(250, 250, 250) sobre rgb(54,26,84)",cumple auto,,
1.4.3,25,div > div:nth-of-type(2) > div > div > a,Apply now,14.66:1  (umbral 4.5:1),14pt,"rgb(255, 255, 255) sobre rgb(54,26,84)",cumple auto,,
2.4.4,1,html > body > a,#main-content,"""Skip to main content""",origen: texto | contexto: Skip to main content Navigate back to homepage Search Term (optional) Submit search Main n,,REQUIERE JUICIO,,
2.4.4,2,div > header > div > div > a,https://www.ucl.ac.uk/,"""Navigate back to homepage""",origen: texto | contexto: Navigate back to homepage Search Term (optional) Submit search Main navigation Study Resea,,REQUIERE JUICIO,,
2.4.4,3,#header > li:nth-of-type(2) > a,https://www.ucl.ac.uk/study/,"""Study""",origen: texto | contexto: Study,,REQUIERE JUICIO,,
2.4.4,4,#header > li:nth-of-type(3) > a,https://www.ucl.ac.uk/research,"""Research""",origen: texto | contexto: Research,,REQUIERE JUICIO,,
2.4.4,5,#header > li:nth-of-type(4) > a,https://www.ucl.ac.uk/engage,"""Engage""",origen: texto | contexto: Engage,,REQUIERE JUICIO,,
2.4.4,6,#header > li:nth-of-type(5) > a,https://www.ucl.ac.uk/about,"""About""",origen: texto | contexto: About,,REQUIERE JUICIO,,
2.4.4,7,div > div:nth-of-type(1) > div > div > a,https://www.ucl.ac.uk/study/prospective-students/undergradua,"""Browse and apply""",origen: texto | contexto: Join us through Clearing Browse through the degrees available Browse and apply,,REQUIERE JUICIO,,
2.4.4,8,div > div:nth-of-type(2) > div > div > a,https://www.ucl.ac.uk/prospective-students/graduate/masters-,"""Apply now""",origen: texto | contexto: Make your Master’s matter Gain knowledge. Gain advantage. Apply now,,REQUIERE JUICIO,,
2.4.4,9,article > div:nth-of-type(3) > div:nth-of-type(1) > div > a,https://www.ucl.ac.uk/prospective-students/undergraduate/eve,"""Undergraduate Open Days""",origen: texto | contexto: Undergraduate Open Days Undergraduate Open Days Access recordings of our Undergraduate Vir,,REQUIERE JUICIO,,
2.4.4,10,article > div:nth-of-type(3) > div:nth-of-type(2) > div > a,https://www.ucl.ac.uk/students/support-and-wellbeing-service,"""How we support our students""","origen: texto | contexto: How we support our students How we support our students Our team of expert wellbeing, disa",,REQUIERE JUICIO,,
2.4.4,11,div > div > div:nth-of-type(1) > div > a,https://www.ucl.ac.uk/news/2026/aug/ucl-professor-visits-for,"""UCL Professor visits former student and Prime Minister on A Level Resu""",origen: texto | contexto: UCL Professor visits former student and Prime Minister on A Level Results day UCL Professo,,REQUIERE JUICIO,,
2.4.4,12,div > div > div:nth-of-type(2) > div > a,https://www.ucl.ac.uk/news/2026/aug/being-more-active-reduce,"""Being more active reduces cancer risk""",origen: texto | contexto: Being more active reduces cancer risk Being more active reduces cancer risk Replacing 15 m,,REQUIERE JUICIO,,
2.4.4,13,div > div > div:nth-of-type(3) > div > a,https://www.ucl.ac.uk/news/2026/aug/exhibition-examines-orig,"""Exhibition examines origins of Coventry Cathedral’s architectural mode""",origen: texto | contexto: Exhibition examines origins of Coventry Cathedral’s architectural modernism Exhibition exa,,REQUIERE JUICIO,,
2.4.4,14,div > div > div:nth-of-type(4) > div > a,https://www.ucl.ac.uk/news/latest-news,"""More news""",origen: texto | contexto: More news,,REQUIERE JUICIO,,
2.4.4,15,article > div:nth-of-type(5) > div > div:nth-of-type(2) > a,https://www.ucl.ac.uk/news/2026/jun/ucl-ranked-8th-best-univ,"""Find out more""",origen: texto | contexto: RANKINGS UCL ranked joint 8th best university in QS world rankings 2027 UCL has risen to j,,"SOSPECHOSO (mismo nombre, distinto destino)",,
2.4.4,16,div > div > div:nth-of-type(1) > div > a,https://www.ucl.ac.uk/news/2026/jul/novel-treatment-motor-ne,"""Novel treatment for motor neurone disease to be trialled in humans""",origen: texto | contexto: Novel treatment for motor neurone disease to be trialled in humans Novel treatment for mot,,REQUIERE JUICIO,,
2.4.4,17,div > div > div:nth-of-type(2) > div > a,https://www.ucl.ac.uk/news/2026/jul/solar-windows-could-harv,"""Solar windows could harvest energy from sun and indoor light""",origen: texto | contexto: Solar windows could harvest energy from sun and indoor light Solar windows could harvest e,,REQUIERE JUICIO,,
2.4.4,18,div > div > div:nth-of-type(3) > div > a,https://www.ucl.ac.uk/news/2026/jun/car-t-cell-therapy-shows,"""CAR T-cell therapy shows early promise in severe lupus""",origen: texto | contexto: CAR T-cell therapy shows early promise in severe lupus CAR T-cell therapy shows early prom,,REQUIERE JUICIO,,
2.4.4,19,div > div > div:nth-of-type(4) > div > a,https://www.ucl.ac.uk/research/research-news,"""More UCL research discoveries""",origen: texto | contexto: More UCL research discoveries,,REQUIERE JUICIO,,
2.4.4,20,article > div:nth-of-type(7) > div > div:nth-of-type(2) > a,https://www.ucl.ac.uk/about/ucls-bicentenary,"""Find out more""","origen: texto | contexto: UCL200 UCL’s Bicentenary In 1826, UCL was founded as London’s very first university. On 11",,"SOSPECHOSO (mismo nombre, distinto destino)",,
2.4.4,21,div > div > div:nth-of-type(1) > div > a,https://www.ucl.ac.uk/events/all-events,"""More public events""",origen: texto | contexto: What's on More public events,,REQUIERE JUICIO,,
2.4.4,22,div:nth-of-type(2) > div > div:nth-of-type(1) > div:nth-of-type(2) > a,https://www.ucl.ac.uk/museums-collections/events/2025/jul/br,"""Broken, Burnt, Buried: Ritual Lives of Objects in Ancient Egypt""","origen: texto | contexto: Broken, Burnt, Buried: Ritual Lives of Objects in Ancient Egypt 22 Jul 2025 - 19 Sep 2026",,REQUIERE JUICIO,,
2.4.4,23,div:nth-of-type(2) > div > div:nth-of-type(2) > div:nth-of-type(2) > a,https://www.ucl.ac.uk/museums-collections/events/2025/nov/la,"""The Land Carries""",origen: texto | contexto: The Land Carries 07 Nov 2025 - 19 Sep 2026,,REQUIERE JUICIO,,
2.4.4,24,div:nth-of-type(2) > div > div:nth-of-type(3) > div:nth-of-type(2) > a,https://www.ucl.ac.uk/creative-cultural-industries/events/20,"""Saturday Studios in the Culture Lab""",origen: texto | contexto: Saturday Studios in the Culture Lab 07 Feb 2026 - 07 Nov 2026,,REQUIERE JUICIO,,
2.4.4,25,div:nth-of-type(2) > div > div:nth-of-type(4) > div:nth-of-type(2) > a,https://www.ucl.ac.uk/about/events/2026/feb/two-centuries-he,"""Two Centuries Here: The UCL200 exhibition""",origen: texto | contexto: Two Centuries Here: The UCL200 exhibition 18 Feb 2026 - 31 Jul 2027,,REQUIERE JUICIO,,
